"Dude thanks for this. I was trying to do this through frontend, what a pain haha."
"Hey, thanks for this video. I'm looking forward to see the next video about sentiment analysis:)"
"A really excellent video 

#fwmseab015"
This video was really helpful. Thank you.
Thanks for posting! This looks interesting and useful.
